[00:55:35] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 39.0.5, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, nogui]
[00:55:59] [main/WARN]: Incorrect key Ruins was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key Ruins.ruinsNetherAverageChunkDistance was corrected from null to its default, 35. 
[00:55:59] [main/WARN]: Incorrect key Ruins.ruinsLandWarmAverageChunkDistance was corrected from null to its default, 45. 
[00:55:59] [main/WARN]: Incorrect key Ruins.ruinsLandHotAverageChunkDistance was corrected from null to its default, 45. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\repurposed_structures-forge\pyramids.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key Pyramids was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.badlandsPyramidAverageChunkDistance was corrected from null to its default, 40. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidSnowyAverageChunkDistance was corrected from null to its default, 40. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidIcyAverageChunkDistance was corrected from null to its default, 34. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidJungleAverageChunkDistance was corrected from null to its default, 44. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidMushroomAverageChunkDistance was corrected from null to its default, 24. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidOceanAverageChunkDistance was corrected from null to its default, 40. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidGiantTreeTaigaAverageChunkDistance was corrected from null to its default, 40. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidFlowerForestAverageChunkDistance was corrected from null to its default, 34. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.netherPyramidAverageChunkDistance was corrected from null to its default, 37. 
[00:55:59] [main/WARN]: Incorrect key Pyramids.pyramidEndAverageChunkDistance was corrected from null to its default, 68. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\collective-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key Collective was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key Collective.transferItemsBetweenReplacedEntities was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key Collective.loopsAmountUsedToGetAllEntityDrops was corrected from null to its default, 100. 
[00:55:59] [main/WARN]: Incorrect key Collective.findABlockcheckAroundEntitiesDelayMs was corrected from null to its default, 30000. 
[00:55:59] [main/WARN]: Incorrect key Collective.enableAntiRepostingCheck was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key Collective.enablePatronPets was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\tombstone-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key player_death was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key player_death.pvp_unlock_grave was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.handle_player_death was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.restore_effects_on_death was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key player_death.log_player_grave was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.loss_on_death_only_for_abandoned_grave was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.loss_on_death_only_for_stackable_items was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.prevent_death_outside_world_border was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.prevent_death_outside_build_height was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key player_death.allow_to_fill_existing_grave was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.nerf_ghostly_shape_teleport_with_key was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.nerf_ghostly_shape_enemy_collision was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.nerf_ghostly_shape_open_chest was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.nerf_ghostly_shape_break_block was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key player_death.sniffer_range was corrected from null to its default, 5. 
[00:55:59] [main/WARN]: Incorrect key player_death.chance_mob_on_grave_recovery was corrected from null to its default, 0. 
[00:55:59] [main/WARN]: Incorrect key player_death.pvp_stolen_xp was corrected from null to its default, 30. 
[00:55:59] [main/WARN]: Incorrect key player_death.knowledge_loss was corrected from null to its default, 0. 
[00:55:59] [main/WARN]: Incorrect key player_death.chance_loss_on_death was corrected from null to its default, 0. 
[00:55:59] [main/WARN]: Incorrect key player_death.percent_loss_on_death was corrected from null to its default, 0. 
[00:55:59] [main/WARN]: Incorrect key player_death.no_grave_location was corrected from null to its default, [0, -300, 0, minecraft:overworld, 20]. 
[00:55:59] [main/WARN]: Incorrect key alignment was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key alignment.points_free_soul_receptacle was corrected from null to its default, 10. 
[00:55:59] [main/WARN]: Incorrect key alignment.points_plunder_player_grave was corrected from null to its default, -2. 
[00:55:59] [main/WARN]: Incorrect key alignment.points_exorcism_zombie_villager was corrected from null to its default, 3. 
[00:55:59] [main/WARN]: Incorrect key alignment.points_kill_villager was corrected from null to its default, -3. 
[00:55:59] [main/WARN]: Incorrect key alignment.points_kill_raider was corrected from null to its default, 1. 
[00:55:59] [main/WARN]: Incorrect key alignment.points_tablet_of_cupidity was corrected from null to its default, -2. 
[00:55:59] [main/WARN]: Incorrect key alignment.points_pray_of_protection was corrected from null to its default, 2. 
[00:55:59] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key general.teleport_dim was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key general.knowledge_reduce_phantom_spawn was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key general.allow_beyond_the_grave_damage was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key general.fishing_treasure_in_open_water was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key general.time_for_phantom_spawn was corrected from null to its default, 72000. 
[00:55:59] [main/WARN]: Incorrect key general.cooldown_request_teleport was corrected from null to its default, -1. 
[00:55:59] [main/WARN]: Incorrect key general.cooldown_teleport_death was corrected from null to its default, -1. 
[00:55:59] [main/WARN]: Incorrect key general.cooldown_teleport_bind was corrected from null to its default, -1. 
[00:55:59] [main/WARN]: Incorrect key general.unhandled_beneficial_effects was corrected from null to its default, [extraalchemy, astralsorcery:potiontimefreeze, xreliquary:flight_potion]. 
[00:55:59] [main/WARN]: Incorrect key general.unhandled_harmful_effects was corrected from null to its default, [minecraft:nausea]. 
[00:55:59] [main/WARN]: Incorrect key village_siege was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key village_siege.handle_village_siege was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key village_siege.log_siege_state was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key village_siege.glowing_creature_test was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key village_siege.allow_creative_players_for_siege was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key village_siege.undead_wear_helm_in_siege was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key village_siege.persistent_mob_in_siege was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key village_siege.shuffle_players_for_siege was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key village_siege.siege_chance was corrected from null to its default, 10. 
[00:55:59] [main/WARN]: Incorrect key village_siege.siege_max_creature was corrected from null to its default, 20. 
[00:55:59] [main/WARN]: Incorrect key village_siege.delay_siege_test was corrected from null to its default, 200. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.can_replace_grave_plate was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.lost_tablet_search_outside_world was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.lost_tablet_modded_structure was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.allow_grave_gardian was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.time_soul was corrected from null to its default, 30. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.chance_soul was corrected from null to its default, 100. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.chance_pray_reward was corrected from null to its default, 40. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.duration_voodoo_poppet_effects was corrected from null to its default, 60. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.lost_tablet_denied_structures was corrected from null to its default, []. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.can_recycle_damaged_item was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key decorative_grave.denied_item_to_recycle was corrected from null to its default, []. 
[00:55:59] [main/WARN]: Incorrect key enchantments was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key enchantments.nerf_shadow_step_open_chest was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key enchantments.nerf_plague_bringer was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key enchantments.max_duration_magic_siphon was corrected from null to its default, 60. 
[00:55:59] [main/WARN]: Incorrect key enchantments.duration_plague_bringer was corrected from null to its default, 10. 
[00:55:59] [main/WARN]: Incorrect key enchantments.magic_siphon_on_player_rule was corrected from null to its default, ALLOW. 
[00:55:59] [main/WARN]: Incorrect key recovery was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key recovery.recovery_player_enable was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key recovery.recovery_familiar_enable was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key recovery.backup_on_death was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key recovery.recovery_player_timer was corrected from null to its default, 19. 
[00:55:59] [main/WARN]: Incorrect key recovery.recovery_player_max_saves was corrected from null to its default, 15. 
[00:55:59] [main/WARN]: Incorrect key loot was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key loot.chance_voodoo_poppet_on_boss was corrected from null to its default, 100. 
[00:55:59] [main/WARN]: Incorrect key loot.chance_random_scroll_on_boss was corrected from null to its default, 100. 
[00:55:59] [main/WARN]: Incorrect key loot.chance_familiar_receptacle_on_boss was corrected from null to its default, 100. 
[00:55:59] [main/WARN]: Incorrect key loot.chance_soul_receptacle_on_boss was corrected from null to its default, 50. 
[00:55:59] [main/WARN]: Incorrect key loot.chance_grave_dust was corrected from null to its default, 100. 
[00:55:59] [main/WARN]: Incorrect key loot.undead_boss_life_for_drop was corrected from null to its default, 200. 
[00:55:59] [main/WARN]: Incorrect key loot.unhandled_tameable_entities was corrected from null to its default, []. 
[00:55:59] [main/WARN]: Incorrect key compatibility was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key compatibility.curio_auto_equip was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key compatibility.curio_bundle_support was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key compatibility.keep_cosmetic_armor was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key compatibility.preserve_effects_on_return_end_conquered was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\cfm-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key mail was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key mail.maxMailQueue was corrected from null to its default, 20. 
[00:55:59] [main/WARN]: Incorrect key mail.pullMailInterval was corrected from null to its default, 20. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\aiimprovements-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key entity was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.general.allow_remove_calls was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key entity.general.enable_call_bubbling was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key entity.mob was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.mob.remove_look_goal was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.mob.remove_look_random was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.mob.replace_look_controller was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key entity.fish was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.fish.remove_swim was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.fish.remove_panic was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.fish.remove_avoid_player was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.fish.remove_follow_leader was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.fish.remove_puff was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.squid was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.squid.remove_flee was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.squid.remove_random_move was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.cow was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.cow.remove_float was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.cow.remove_panic was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.cow.remove_breed was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.cow.remove_tempt was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.cow.remove_follow_parent was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.cow.remove_stroll was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.chicken was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.chicken.remove_float was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.chicken.remove_panic was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.chicken.remove_breed was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.chicken.remove_tempt was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.chicken.remove_follow_parent was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.chicken.remove_stroll was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.pig was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.pig.remove_float was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.pig.remove_panic was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.pig.remove_breed was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.pig.remove_tempt was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.pig.remove_follow_parent was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.pig.remove_stroll was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep.remove_float was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep.remove_panic was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep.remove_breed was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep.remove_tempt was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep.remove_follow_parent was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep.remove_stroll was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key entity.sheep.remove_eat_block was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\inventoryessentials-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key forceClientImplementation was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key enableSingleTransfer was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key enableBulkTransfer was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key enableBulkTransferAll was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key enableBulkDrop was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key allowBulkTransferAllOnEmptySlot was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key enableShiftDrag was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\toms_storage-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key inventoryConnectorRange was corrected from null to its default, 16. 
[00:55:59] [main/WARN]: Incorrect key onlyTrimsConnect was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key invCableConnectorMaxScanSize was corrected from null to its default, 2048. 
[00:55:59] [main/WARN]: Incorrect key wirelessReach was corrected from null to its default, 16. 
[00:55:59] [main/WARN]: Incorrect key multiblockInv was corrected from null to its default, []. 
[00:55:59] [main/WARN]: Incorrect key advWirelessRange was corrected from null to its default, 64. 
[00:55:59] [main/INFO]: Loaded Tom's Simple Storage config file toms_storage-common.toml
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\voidtotem-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key general.add_end_city_treasure was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key general.allow_totem_of_undying was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key general.blacklisted_dimensions was corrected from null to its default, []. 
[00:55:59] [main/WARN]: Incorrect key general.needs_totem was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key general.show_totem_tooltip was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key general.teleport_height was corrected from null to its default, 384. 
[00:55:59] [main/WARN]: Incorrect key general.use_totem_from_inventory was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\rootsclassic-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key items was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key items.oldRootDropChance was corrected from null to its default, 40. 
[00:55:59] [main/WARN]: Incorrect key items.verdantSprigDropChance was corrected from null to its default, 30. 
[00:55:59] [main/WARN]: Incorrect key items.infernalStemDropChance was corrected from null to its default, 20. 
[00:55:59] [main/WARN]: Incorrect key items.dragonsEyeDropChance was corrected from null to its default, 10. 
[00:55:59] [main/WARN]: Incorrect key items.berriesDropChance was corrected from null to its default, 25. 
[00:55:59] [main/WARN]: Incorrect key items.barkKnifeBlockStripChance was corrected from null to its default, 0.30000001192092896. 
[00:55:59] [main/WARN]: Incorrect key magic was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key magic.staffChargeTicks was corrected from null to its default, 20. 
[00:55:59] [main/WARN]: Incorrect key magic.staffUses was corrected from null to its default, 65. 
[00:55:59] [main/WARN]: Incorrect key magic.efficiencyBonusUses was corrected from null to its default, 32. 
[00:55:59] [main/WARN]: Incorrect key magic.disablePVP was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key magic.ticksPerManaRegen was corrected from null to its default, 15. 
[00:55:59] [main/WARN]: Incorrect key magic.staffUsesBasic was corrected from null to its default, 15. 
[00:55:59] [main/WARN]: Incorrect key magic.staffUsesEfficiency was corrected from null to its default, 15. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\cucumber-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key General was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key General.modTagPriorities was corrected from null to its default, [thermal, mekanism, tconstruct, immersiveengineering, appliedenergistics2]. 
[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\trashslot-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key instantDeletion was corrected from null to its default, false. 
[00:55:59] [Thread-0/FATAL]: Attempted to load class net/minecraft/client/Minecraft for invalid dist DEDICATED_SERVER
[00:55:59] [Thread-0/ERROR]: Exception caught during firing event: Attempted to load class net/minecraft/client/Minecraft for invalid dist DEDICATED_SERVER
	Index: 1
	Listeners:
		0: NORMAL
		1: net.minecraftforge.eventbus.EventBus$$Lambda$3702/0x00000008016d4248@19212a7c
java.lang.RuntimeException: Attempted to load class net/minecraft/client/Minecraft for invalid dist DEDICATED_SERVER
	at MC-BOOTSTRAP/fmlloader@1.18.1-39.0.5/net.minecraftforge.fml.loading.RuntimeDistCleaner.processClassWithFlags(RuntimeDistCleaner.java:71)
	at MC-BOOTSTRAP/cpw.mods.modlauncher@9.0.7/cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88)
	at MC-BOOTSTRAP/cpw.mods.modlauncher@9.0.7/cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120)
	at MC-BOOTSTRAP/cpw.mods.modlauncher@9.0.7/cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50)
	at cpw.mods.securejarhandler@0.9.54/cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:110)
	at cpw.mods.securejarhandler@0.9.54/cpw.mods.cl.ModuleClassLoader.lambda$findClass$16(ModuleClassLoader.java:213)
	at cpw.mods.securejarhandler@0.9.54/cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:223)
	at cpw.mods.securejarhandler@0.9.54/cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:213)
	at cpw.mods.securejarhandler@0.9.54/cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:130)
	at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:520)
	at TRANSFORMER/balm@2.3.1+0/net.blay09.mods.balm.forge.config.ForgeBalmConfig.lambda$initializeBackingConfig$3(ForgeBalmConfig.java:149)
	at MC-BOOTSTRAP/eventbus@5.0.3/net.minecraftforge.eventbus.EventBus.doCastFilter(EventBus.java:247)
	at MC-BOOTSTRAP/eventbus@5.0.3/net.minecraftforge.eventbus.EventBus.lambda$addListener$11(EventBus.java:239)
	at MC-BOOTSTRAP/eventbus@5.0.3/net.minecraftforge.eventbus.EventBus.post(EventBus.java:302)
	at MC-BOOTSTRAP/eventbus@5.0.3/net.minecraftforge.eventbus.EventBus.post(EventBus.java:283)
	at LAYER PLUGIN/javafmllanguage@1.18.1-39.0.5/net.minecraftforge.fml.javafmlmod.FMLModContainer.lambda$new$0(FMLModContainer.java:55)
	at LAYER PLUGIN/fmlcore@1.18.1-39.0.5/net.minecraftforge.fml.ModContainer.lambda$dispatchConfigEvent$7(ModContainer.java:149)
	at java.base/java.util.Optional.ifPresent(Optional.java:178)
	at LAYER PLUGIN/fmlcore@1.18.1-39.0.5/net.minecraftforge.fml.ModContainer.dispatchConfigEvent(ModContainer.java:149)
	at LAYER PLUGIN/fmlcore@1.18.1-39.0.5/net.minecraftforge.fml.config.ModConfig.fireEvent(ModConfig.java:90)
	at LAYER PLUGIN/fmlcore@1.18.1-39.0.5/net.minecraftforge.fml.config.ConfigFileTypeHandler$ConfigWatcher.run(ConfigFileTypeHandler.java:160)
	at MC-BOOTSTRAP/com.electronwill.nightconfig.core@3.6.4/com.electronwill.nightconfig.core.file.FileWatcher$WatcherThread.run(FileWatcher.java:181)

[00:55:59] [main/WARN]: Configuration file D:\Servers\SIMPLE-SERVER-FILES-0.2.6\SIMPLE-SERVER-FILES-0.2.6\Server3\SIMPLE-SERVER-FILES-0.2.6\setup\config\treeharvester-common.toml is not correct. Correcting
[00:55:59] [main/WARN]: Incorrect key General was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:55:59] [main/WARN]: Incorrect key General.replaceSaplingIfBottomLogIsBroken was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key General.mustHoldAxeForTreeHarvest was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key General.treeHarvestWithoutSneak was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key General.instantBreakLeavesAround was corrected from null to its default, false. 
[00:55:59] [main/WARN]: Incorrect key General.enableFastLeafDecay was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key General.enableNetherTrees was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key General.automaticallyFindBottomBlock was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key General.loseDurabilityPerHarvestedLog was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key General.loseDurabilityModifier was corrected from null to its default, 1.0. 
[00:55:59] [main/WARN]: Incorrect key General.increaseExhaustionPerHarvestedLog was corrected from null to its default, true. 
[00:55:59] [main/WARN]: Incorrect key General.increaseExhaustionModifier was corrected from null to its default, 1.0. 
